timestamp,game id,round,entrant1 weapon,entrant1 damage,entrant2 weapon,entrant2 damage,winner
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,3,Club,0,Club,3,Charlie
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,4,Club,2,Club,0,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,5,Club,0,Club,4,Charlie
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,6,Club,6,Club,3,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,7,Club,4,Club,2,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,8,Club,6,Club,1,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,9,Club,5,Club,6,Charlie
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,10,Club,9,Club,5,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,11,Club,0,Club,2,Charlie
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,12,Club,0,Club,2,Charlie
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,13,Club,3,Club,2,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,14,Club,8,Club,0,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,15,Club,6,Club,3,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,16,Club,7,Club,2,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,17,Club,8,Club,8,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,18,Club,5,Club,0,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,19,Club,5,Club,7,Charlie
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,20,Club,0,Club,3,Charlie
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,21,Club,3,Club,2,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,22,Club,8,Club,1,Daylen
2026-04-19 08:10:14,98b64b3a-ddab-4bd3-a7f0-e06ba1ec8780,23,Club,5,Club,6,Charlie
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,1,Greatsword,18,Dagger,10,Juan
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,2,Greatsword,0,Dagger,7,Daylen
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,3,Greatsword,12,Dagger,5,Juan
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,4,Greatsword,15,Dagger,6,Juan
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,5,Greatsword,11,Dagger,6,Juan
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,6,Greatsword,0,Dagger,3,Daylen
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,7,Greatsword,0,Dagger,7,Daylen
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,8,Greatsword,0,Dagger,2,Daylen
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,9,Greatsword,20,Dagger,7,Juan
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,10,Greatsword,0,Dagger,3,Daylen
2026-04-19 08:24:31,62e621ad-dfc1-48e5-843f-60cf3f942325,11,Greatsword,26,Dagger,3,Juan
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,1,Shortsword,9,Shortsword,9,Daylen
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,2,Shortsword,4,Shortsword,7,Juan
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,3,Shortsword,11,Shortsword,10,Daylen
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,4,Shortsword,16,Shortsword,8,Daylen
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,5,Shortsword,8,Shortsword,12,Juan
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,6,Shortsword,19,Shortsword,0,Daylen
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,7,Shortsword,5,Shortsword,10,Juan
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,8,Shortsword,1,Shortsword,17,Juan
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,9,Shortsword,5,Shortsword,13,Juan
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,10,Shortsword,20,Shortsword,5,Daylen
2026-04-19 08:26:57,5972e086-5944-48a1-bc25-6e9459372def,11,Shortsword,16,Shortsword,1,Daylen
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,1,Dagger,9,Greatsword,16,Raymond
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,2,Dagger,5,Greatsword,10,Raymond
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,3,Dagger,6,Greatsword,19,Raymond
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,4,Dagger,1,Greatsword,8,Raymond
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,5,Dagger,0,Greatsword,0,Daylen
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,6,Dagger,0,Greatsword,10,Raymond
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,7,Dagger,2,Greatsword,8,Raymond
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,8,Dagger,3,Greatsword,0,Daylen
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,9,Dagger,9,Greatsword,3,Daylen
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,10,Dagger,8,Greatsword,22,Raymond
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,11,Dagger,4,Greatsword,0,Daylen
2026-04-19 08:31:40,29213795-fd8d-466a-9087-168ad550b7ec,12,Dagger,7,Greatsword,17,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,1,Dagger,7,Club,0,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,2,Dagger,5,Club,2,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,3,Dagger,2,Club,10,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,4,Dagger,3,Club,4,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,5,Dagger,3,Club,7,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,6,Dagger,1,Club,0,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,7,Dagger,3,Club,3,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,8,Dagger,3,Club,3,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,9,Dagger,5,Club,8,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,10,Dagger,0,Club,4,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,11,Dagger,0,Club,1,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,12,Dagger,0,Club,5,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,13,Dagger,1,Club,5,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,14,Dagger,0,Club,0,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,15,Dagger,10,Club,5,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,16,Dagger,2,Club,0,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,17,Dagger,2,Club,0,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,18,Dagger,4,Club,2,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,19,Dagger,6,Club,1,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,20,Dagger,6,Club,4,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,21,Dagger,10,Club,0,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,22,Dagger,5,Club,3,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,23,Dagger,0,Club,7,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,24,Dagger,5,Club,0,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,25,Dagger,0,Club,1,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,26,Dagger,2,Club,4,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,27,Dagger,6,Club,6,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,28,Dagger,3,Club,5,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,29,Dagger,0,Club,0,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,30,Dagger,0,Club,1,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,31,Dagger,5,Club,7,Charlie
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,32,Dagger,0,Club,0,Raymond
2026-04-19 08:31:59,b0e147fa-51ba-4636-bbca-383fd4054e5a,33,Dagger,1,Club,5,Charlie
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,1,Dagger,7,Club,5,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,2,Dagger,2,Club,1,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,3,Dagger,0,Club,4,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,4,Dagger,8,Club,5,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,5,Dagger,3,Club,5,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,6,Dagger,3,Club,0,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,7,Dagger,6,Club,0,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,8,Dagger,4,Club,4,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,9,Dagger,3,Club,2,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,10,Dagger,0,Club,2,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,11,Dagger,8,Club,3,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,12,Dagger,0,Club,7,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,13,Dagger,5,Club,2,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,14,Dagger,2,Club,0,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,15,Dagger,8,Club,3,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,16,Dagger,5,Club,5,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,17,Dagger,10,Club,4,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,18,Dagger,4,Club,0,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,19,Dagger,4,Club,5,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,20,Dagger,0,Club,3,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,21,Dagger,0,Club,4,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,22,Dagger,5,Club,7,Juan
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,23,Dagger,5,Club,5,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,24,Dagger,4,Club,3,Raymond
2026-04-19 08:32:01,46abbb92-282d-432f-9ed8-b35a3998e736,25,Dagger,6,Club,4,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,1,Dagger,4,Club,8,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,2,Dagger,7,Club,2,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,3,Dagger,0,Club,5,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,4,Dagger,4,Club,7,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,5,Dagger,8,Club,4,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,6,Dagger,2,Club,0,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,7,Dagger,0,Club,1,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,8,Dagger,4,Club,5,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,9,Dagger,3,Club,6,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,10,Dagger,4,Club,8,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,11,Dagger,5,Club,4,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,12,Dagger,3,Club,1,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,13,Dagger,6,Club,9,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,14,Dagger,0,Club,0,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,15,Dagger,0,Club,5,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,16,Dagger,4,Club,0,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,17,Dagger,3,Club,8,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,18,Dagger,0,Club,5,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,19,Dagger,4,Club,4,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,20,Dagger,1,Club,10,Raymond
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,21,Dagger,7,Club,6,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,22,Dagger,3,Club,0,Juan
2026-04-19 08:32:19,9b72c513-2d8b-4891-95b1-bc1c687f019d,23,Dagger,5,Club,3,Juan
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,1,Greatsword,18,Piano,21,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,2,Greatsword,0,Piano,0,Raymond
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,3,Greatsword,0,Piano,22,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,4,Greatsword,24,Piano,19,Raymond
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,5,Greatsword,0,Piano,2,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,6,Greatsword,2,Piano,9,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,7,Greatsword,2,Piano,15,Charlie
2026-04-19 08:32:21,7dd5502a-7acd-4a5d-8a73-d7d54e5c4ab9,8,Greatsword,14,Piano,33,Charlie
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,1,Dagger,8,Club,5,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,2,Dagger,4,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,3,Dagger,7,Club,0,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,4,Dagger,4,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,5,Dagger,11,Club,0,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,6,Dagger,0,Club,6,Juan
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,7,Dagger,9,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,8,Dagger,8,Club,5,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,9,Dagger,8,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,10,Dagger,5,Club,3,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,11,Dagger,1,Club,3,Juan
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,12,Dagger,4,Club,5,Juan
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,13,Dagger,5,Club,0,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,14,Dagger,2,Club,6,Juan
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,15,Dagger,6,Club,2,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,16,Dagger,7,Club,0,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,17,Dagger,2,Club,2,Daylen
2026-04-19 08:32:22,52481262-95e2-424f-8a4c-bb3159c28f33,18,Dagger,12,Club,0,Daylen
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,1,Greatsword,12,Greatsword,14,Juan
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,2,Greatsword,10,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,3,Greatsword,14,Greatsword,3,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,4,Greatsword,0,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,5,Greatsword,9,Greatsword,9,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,6,Greatsword,1,Greatsword,4,Juan
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,7,Greatsword,6,Greatsword,4,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,8,Greatsword,4,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,9,Greatsword,14,Greatsword,9,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,10,Greatsword,0,Greatsword,14,Juan
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,11,Greatsword,8,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,12,Greatsword,10,Greatsword,0,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,13,Greatsword,0,Greatsword,8,Juan
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,14,Greatsword,9,Greatsword,3,Charlie
2026-04-19 08:32:23,10f435f3-c30b-4db3-8f4a-53a1db7e9c4b,15,Greatsword,15,Greatsword,15,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,1,Shortsword,0,Dagger,2,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,2,Shortsword,20,Dagger,0,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,3,Shortsword,9,Dagger,1,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,4,Shortsword,3,Dagger,8,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,5,Shortsword,10,Dagger,5,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,6,Shortsword,0,Dagger,5,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,7,Shortsword,15,Dagger,2,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,8,Shortsword,10,Dagger,3,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,9,Shortsword,10,Dagger,8,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,10,Shortsword,10,Dagger,0,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,11,Shortsword,3,Dagger,0,Raymond
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,12,Shortsword,1,Dagger,3,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,13,Shortsword,1,Dagger,5,Charlie
2026-04-19 08:32:25,24cb2400-0a60-480b-8cd9-fbd86366e5ec,14,Shortsword,9,Dagger,10,Charlie
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,1,Club,4,Greatsword,3,Raymond
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,2,Club,4,Greatsword,7,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,3,Club,1,Greatsword,15,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,4,Club,4,Greatsword,15,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,5,Club,1,Greatsword,8,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,6,Club,2,Greatsword,4,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,7,Club,2,Greatsword,0,Raymond
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,8,Club,5,Greatsword,21,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,9,Club,0,Greatsword,11,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,10,Club,3,Greatsword,10,Daylen
2026-04-19 08:32:26,bf1dd6d6-f192-48db-afe8-ad58014209cf,11,Club,3,Greatsword,15,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,1,Club,4,Dagger,9,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,2,Club,5,Dagger,3,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,3,Club,3,Dagger,1,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,4,Club,2,Dagger,1,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,5,Club,0,Dagger,6,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,6,Club,0,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,7,Club,3,Dagger,6,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,8,Club,0,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,9,Club,5,Dagger,5,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,10,Club,0,Dagger,9,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,11,Club,0,Dagger,3,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,12,Club,1,Dagger,6,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,13,Club,3,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,14,Club,0,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,15,Club,2,Dagger,0,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,16,Club,6,Dagger,4,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,17,Club,5,Dagger,2,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,18,Club,5,Dagger,5,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,19,Club,1,Dagger,4,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,20,Club,2,Dagger,0,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,21,Club,4,Dagger,9,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,22,Club,4,Dagger,7,Daylen
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,23,Club,3,Dagger,2,Raymond
2026-04-19 08:32:27,85466526-1653-4b7a-a495-8bc7a864e66c,24,Club,3,Dagger,3,Raymond
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,1,Greatsword,0,Dagger,0,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,2,Greatsword,15,Dagger,3,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,3,Greatsword,0,Dagger,1,Charlie
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,4,Greatsword,3,Dagger,3,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,5,Greatsword,0,Dagger,0,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,6,Greatsword,21,Dagger,0,Juan
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,7,Greatsword,0,Dagger,1,Charlie
2026-04-19 08:39:22,9765973b-0f10-40e4-a906-c7ee819ad632,8,Greatsword,16,Dagger,6,Juan
